"Prime Contract ID","Contract Includes Sub Vendors","Vendor Record Type","Prime Vendor","Prime Vendor M/WBE Category","Prime Contract Purpose","Prime Contract Current Amount","Prime Contract Original Amount","Prime Vendor Spend to Date","Prime Contract Start Date","Prime Contract End Date","Prime Contract Registration Date","Prime Woman Owned Business","Prime Emerging Business","Prime Contracting Agency","OCA Number","Prime Contract Version","FMS Document/Parent Contract ID","Prime Contract Type","Prime Contract Award Method","Prime Contract Expense Category","Prime Contract Industry","Prime Contract PIN","Prime Contract APT PIN","% COVID Spending","% Other Spending","Sub Vendor","Sub Vendor M/WBE Category","Sub Contract Purpose","Subcontract Status","Sub Contract Industry","Sub Contract Current Amount","Sub Contract Original Amount","Sub Vendor Paid to Date","Sub Contract Start Date","Sub Contract End Date","Sub Contract Reference ID","Sub Woman Owned Business","Sub Emerging Business"
CT181620211414596,Not Required,Prime Vendor,STATE OF NEW YORK,Individuals and Others,Specialization: Early Intervention  Occupation Therapy Progr,99750.00,99750.00,99750.00,2020-12-01,2023-06-30,2021-01-21,No ,No ,Department of Health and Mental Hygiene,,7,-,PROGRAMS,GOVERNMENT TO GOVERNMENT,PROF SERV OTHER,Human Services,81621T0001001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211413741,No Data Entered,Prime Vendor,VISITING NURSE SERVICE OF NEW YORK HOMECARE II,Non-M/WBE,Continuation of the Nurse-Family Partnership program in NYC,42000000.00,33600000.00,21354376.85,2020-11-16,2026-11-15,2021-01-25,No ,No ,Department of Health and Mental Hygiene,,23,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8341KXL,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211413726,No Data Entered,Prime Vendor,THE INSTITUTE FOR FAMILY HEALTH INC,Non-M/WBE,Colon Cancer Screening Navigation,831249.97,664999.98,356604.66,2021-02-01,2027-01-31,2021-01-05,No ,No ,Department of Health and Mental Hygiene,,10,-,PROGRAMS,RFP FROM A PQVL,CONTRACTUAL SERVICES GENERAL,Human Services,81621P8335KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211413486,No Data Entered,Prime Vendor,RYAN-CHELSEA CLINTON COMMUNITY HEALTH CENTER INC,Non-M/WBE,School Based Health Centers Reproductive Health Project NYC,7500000.00,6000000.00,0.00,2021-01-01,2029-12-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,1014238495,4,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,PROF SERV OTHER,Human Services,81621N8309KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211413456,No Data Entered,Prime Vendor,THE CHILDRENS AID SOCIETY,Non-M/WBE,School Based Health Center Services,7500000.00,6000000.00,1453586.83,2021-01-01,2029-12-31,2021-01-12,No ,No ,Department of Health and Mental Hygiene,,10,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8337KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211413381,Yes,Prime Vendor,SUNSET PARK HEALTH COUNCIL INC,Non-M/WBE,School Based Health Center Services,6000000.00,6000000.00,3858118.44,2021-01-01,2029-12-31,2021-01-04,No ,No ,Department of Health and Mental Hygiene,,16,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Human Services,81621P8333KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211413381,Yes,Sub Vendor,SUNSET PARK HEALTH COUNCIL INC,Non-M/WBE,School Based Health Center Services,0.00,0.00,0.00,2021-01-01,2029-12-31,2021-01-04,No ,No ,Department of Health and Mental Hygiene,,42,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Human Services,81621P8333KXLA001,"",-,-,STARCOM COMMUNICATIONS SERVICES INC,Non-M/WBE,"StarCom Communications Services, Inc.",ACCO Reviewing Subcontract,Human Services,9357.33,9357.33,0.00,2023-03-14,2023-03-16,001,No ,No 
CT181620211413323,No Data Entered,Prime Vendor,THE INSTITUTE FOR FAMILY HEALTH INC,Non-M/WBE,Comprehensive primary preventive care to students,6000000.00,6000000.00,1333866.67,2021-01-01,2029-12-31,2021-01-04,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8332KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211413322,No Data Entered,Prime Vendor,STATEN ISLAND UNIVERSITY HOSPITAL,Non-M/WBE,School Based Health Center Services,6000000.00,6000000.00,805618.14,2021-01-01,2029-12-31,2021-01-05,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8334KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211412961,Not Required,Prime Vendor,BECKMAN COULTER INC,Non-M/WBE,BECKMAN BIOMEK FX  SERVICE AGREEMENT,65778.00,65778.00,32889.00,2019-07-01,2023-06-30,2021-01-12,No ,No ,Department of Health and Mental Hygiene,1010738359,2,-,WORK/LABOR,SOLE SOURCE,MAINT & REP GENERAL,Human Services,81619S0026001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211412919,Not Required,Prime Vendor,NATIONAL GRID ENERGY MANAGEMENT LLC,Non-M/WBE,EMERGENCY GENERATOR & ASSOC PUMPS M&R SERV,100000.00,100000.00,8640.00,2021-02-01,2024-01-31,2021-01-13,No ,No ,Department of Health and Mental Hygiene,,7,-,WORK/LABOR,SM PURCH GOODS SERVICES 100K,"MAINT & REP GENERAL, OTHR SERV AND CHRGS-GENERAL",Standardized Services,81621I0101001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211412406,No Data Entered,Prime Vendor,VISITING NURSE SERVICE OF NEW YORK HOMECARE II,Non-M/WBE,Childrens Mobile Crisis Team to diffuse mental health issues,10094524.00,7884876.00,3251745.13,2020-07-01,2023-06-30,2020-12-11,No ,No ,Department of Health and Mental Hygiene,,15,-,PROGRAMS,RENEWAL OF CONTRACT,MENTAL HYGIENE SERVICES,Human Services,81614R8281KXLA002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211412361,Not Required,Prime Vendor,BIO-TEK INSTRUMENTS INC,Non-M/WBE,#21R0140LP - EXTENDED WARRANTY SERVICES,42897.60,42897.60,14299.20,2021-02-06,2024-02-05,2021-04-01,No ,No ,Department of Health and Mental Hygiene,1012739082,4,-,REQUIREMENTS-SERVICES,SM PURCH GOODS SERVICES 100K,MAINT & REP GENERAL,Standardized Services,81621I0108001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211412196,No Data Entered,Prime Vendor,BECTON DICKINSON & COMPANY,Non-M/WBE,laboratory equipment; reagents and supplies for the detectio,1088938.10,1088938.10,402369.97,2021-01-15,2026-01-14,2020-12-22,No ,No ,Department of Health and Mental Hygiene,,26,-,SUPPLIES/MATERIALS/EQUIPMENT,SOLE SOURCE,"MAINT & REP GENERAL, MEDICAL,SURGICAL & LAB SUPPLY",Goods,81620S0011001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211412121,No Data Entered,Prime Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,Nurse-Family Partnership Program,10500000.00,8400000.00,3055000.00,2020-11-16,2026-11-15,2020-12-22,No ,No ,Department of Health and Mental Hygiene,,10,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8329KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211411885,No Data Entered,Prime Vendor,SCO FAMILY OF SERVICES,Non-M/WBE,Nurse-Family Partnership Program for Brooklyn,10500000.00,8400000.00,3193125.00,2020-11-16,2026-11-15,2020-12-24,No ,No ,Department of Health and Mental Hygiene,,12,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),PROF SERV OTHER,Human Services,81621P8330KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211411747,Yes,Prime Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,1206000000.00,1206000000.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,1010767786,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,FORT GREENE STRATEGIC NEIGHBORHOOD ACT PARTSHIP INC,Non-M/WBE,FY23 MOCS ID: FY23 08586,No Subcontract Payments Submitted,Professional Services,72856.00,72856.00,0.00,2022-07-01,2023-06-30,1328,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,Commission on the Publics Health System,Non-M/WBE,MOCS ID: FY23 05254,No Subcontract Payments Submitted,Professional Services,98711.00,98711.00,0.00,2022-07-01,2023-06-30,1236,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,BLACK VETERANS FOR SOCIAL JUSTICE,Non-M/WBE,MOCS ID: FY23 08544,No Subcontract Payments Submitted,Professional Services,534648.00,534648.00,0.00,2022-07-01,2023-06-30,1201,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,EMERALD ISLE IMMIGRATION CENTER INC,Non-M/WBE,MOCS ID: FY23 05263,No Subcontract Payments Submitted,Professional Services,102148.00,102148.00,0.00,2022-07-01,2023-06-30,1167,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,FORT GREENE STRATEGIC NEIGHBORHOOD ACT PARTSHIP INC,Non-M/WBE,FY23 MOCS ID: FY23 05264,No Subcontract Payments Submitted,Professional Services,102148.00,102148.00,0.00,2022-07-01,2023-06-30,1327,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,THE CHILDREN'S AID SOCIETY,Non-M/WBE,MOCS ID: FY23 05681; FY23 08609,No Subcontract Payments Submitted,Professional Services,175000.00,175000.00,0.00,2022-07-01,2023-06-30,1127,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,EXPONENTS INC,Non-M/WBE,MOCS ID: FY23 05311,No Subcontract Payments Submitted,Professional Services,155273.00,155273.00,0.00,2022-07-01,2023-06-30,1072,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,DOCTOR THEODORE A ATLAS FOUNDATION,Non-M/WBE,MOCS ID: FY23 08613,No Subcontract Payments Submitted,Professional Services,25000.00,25000.00,0.00,2022-07-01,2023-06-30,1257,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,EAST SIDE HOUSE INC,Non-M/WBE,MOCS ID: FY23 05726,No Subcontract Payments Submitted,Professional Services,80384.00,80384.00,0.00,2022-07-01,2023-06-30,1022,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICIANS INC,Non-M/WBE,FY23 MOCS ID: FY23 01164,No Subcontract Payments Submitted,Professional Services,5000.00,5000.00,0.00,2022-07-01,2023-06-30,1330,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,"COMMUNITY HEALTH PROJECT, INC CALLEN-LORDE COMNTY.HEALTH CTR",Non-M/WBE,MOCS ID: FY23 08554; FY23 10662,No Subcontract Payments Submitted,Professional Services,27941.00,27941.00,0.00,2022-07-01,2023-06-30,1198,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,EDEN II SCHOOL FOR AUTISTIC CHILDREN INC,Non-M/WBE,MOCS ID: FY23 01640; FY23 05629,No Subcontract Payments Submitted,Professional Services,134012.00,134012.00,0.00,2022-07-01,2023-06-30,1065,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,THE FLOATING HOSPITAL INC,Non-M/WBE,MOCS ID: FY23 11014,No Subcontract Payments Submitted,Professional Services,100000.00,100000.00,0.00,2022-07-01,2023-06-30,1344,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,"COMMUNITY HEALTH PROJECT, INC CALLEN-LORDE COMNTY.HEALTH CTR",Non-M/WBE,MOCS ID: FY23 01177,No Subcontract Payments Submitted,Professional Services,150000.00,150000.00,0.00,2022-07-01,2023-06-30,1077,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,"BOWERY RESIDENTS' COMMITTEE, INC.",Non-M/WBE,FY23 MOCS ID: FY23 05701,No Subcontract Payments Submitted,Professional Services,38103.00,38103.00,0.00,2022-07-01,2023-06-30,1326,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,"Academy of Medical & Public Health Services, Inc.",Hispanic American,MOCS ID: FY23 00039; FY23 05527,No Subcontract Payments Submitted,Professional Services,224068.00,224068.00,0.00,2022-07-01,2023-06-30,1363,Yes,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,"COMMUNITY HEALTH PROJECT, INC CALLEN-LORDE COMNTY.HEALTH CTR",Non-M/WBE,MOCS ID: FY23 05351; FY23 01176,No Subcontract Payments Submitted,Professional Services,274219.00,274219.00,0.00,2022-07-01,2023-06-30,993,No ,No 
CT181620211411747,Yes,Sub Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,MASTER CONTRACTOR FOR DISEASE CONTROL,0.00,0.00,0.00,2020-09-01,2029-08-31,2020-12-31,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,REQUEST FOR  PROPOSAL (RFP),"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Human Services,81620P0004001,"",-,-,CROSSROADS UNLIMITED INC,Non-M/WBE,City Council FY24,ACCO Canceled Subcontract,Professional Services,1.00,1.00,0.00,2024-07-01,2026-06-30,1517,No ,No 
CT181620211411180,No Data Entered,Prime Vendor,PUBLIC HEALTH SOLUTIONS,Non-M/WBE,Nurse-Family Partnership Program,10500000.00,8400000.00,5271500.00,2020-11-16,2026-11-15,2020-12-17,No ,No ,Department of Health and Mental Hygiene,,12,-,PROGRAMS,RFP FROM A PQVL,PROF SERV OTHER,Human Services,81621P8328KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211410308,Not Required,Prime Vendor,EUNICE COLMON,Black American,Training Consultant - Division of Disease Control - Bureau o,247300.00,99450.00,122750.00,2020-07-01,2023-06-30,2020-11-09,Yes,No ,Department of Health and Mental Hygiene,,17,-,CONSULTANT,M/WBE SMALL PURCHASE,"CONTRACTUAL SERVICES GENERAL, PROF SERV OTHER",Standardized Services,81621W8403KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211409916,Not Required,Prime Vendor,NZE MECHANICAL CORP,Black American,Clean Air Device Maintenance and Testing Services,98921.80,98921.80,42962.20,2021-01-01,2022-12-31,2020-11-12,No ,No ,Department of Health and Mental Hygiene,,12,-,WORK/LABOR,SM PURCH GOODS SERVICES 100K,"MAINTENANCE SUPPLIES, MAINT & OPER OF INFRASTRUCTURE",Standardized Services,21BS009101R0T01,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211409397,No Data Entered,Prime Vendor,HI -TEK ENVIRONMENTAL INC,Non-M/WBE,Laboratory Analysis for Heavy Metal Testing of Consumer Prod,598050.00,598050.00,61925.00,2020-11-01,2026-10-31,2020-11-18,No ,No ,Department of Health and Mental Hygiene,,9,-,SUPPLIES/MATERIALS/EQUIPMENT,REQUEST FOR  PROPOSAL (RFP),CONTRACTUAL SERVICES GENERAL,Goods,81620B0002001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211409136,No Data Entered,Prime Vendor,NEW YORK AND PRESBYTERIAN HOSPITAL,Non-M/WBE,certified Methadone Maintenance Treatment Program,5945321.00,4756257.00,2593655.43,2020-07-01,2029-06-30,2020-11-10,No ,No ,Department of Health and Mental Hygiene,,26,-,PROGRAMS,DETERMINED BY GOV'T MANDATE,MENTAL HYGIENE SERVICES,Human Services,81621R8360KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211408791,Not Required,Prime Vendor,HUMAN TOUCH TRANSLATIONS LTD,Women (Non-Minority),Quality Assurance Translation Review Services,500000.00,148500.00,715028.54,2020-12-01,2023-11-30,2020-10-20,Yes,No ,Department of Health and Mental Hygiene,,21,-,OTHERS,M/WBE SMALL PURCHASE,CONTRACTUAL SERVICES GENERAL,Professional Services,81621W8393KXLA002,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211408254,Not Required,Prime Vendor,HYLINE SPORTS LLC,Non-M/WBE,ANNUAL PHOTOLUMINESCENT MARKING SVCS,78000.00,78000.00,78000.00,2020-11-01,2023-06-30,2020-11-05,No ,No ,Department of Health and Mental Hygiene,,6,-,WORK/LABOR,SM PURCH GOODS SERVICES 100K,OTHR SERV AND CHRGS-GENERAL,Standardized Services,81621I0064001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211408116,Not Required,Prime Vendor,ST. BARNABAS HOSPITAL,Non-M/WBE,Dental sealants and topical fluoride applications children,62730.00,62730.00,6570.00,2020-11-01,2023-10-31,2020-10-14,No ,No ,Department of Health and Mental Hygiene,,10,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81621N8304KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211408045,Not Required,Prime Vendor,HEALTH RESEARCH INC,Non-M/WBE,Speciation & Drug Resistance Testing,41035.65,23935.65,13590.00,2020-08-01,2023-07-31,2020-10-15,No ,No ,Department of Health and Mental Hygiene,,11,-,PROGRAMS,RENEWAL OF CONTRACT,OTHR SERV AND CHRGS-GENERAL,Human Services,81618S8222KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211407711,Yes,Prime Vendor,CENTER FOR URBAN COMMUNITY SERVICES INC,Non-M/WBE,NY 15/15 Congregate Supportive Housing,9712500.00,9712500.00,2463608.23,2020-07-01,2035-06-30,2020-12-01,No ,No ,Department of Health and Mental Hygiene,,13,-,PROGRAMS,RFP FROM A PQVL,MENTAL HYGIENE SERVICES,Human Services,81621P8327KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211407711,Yes,Sub Vendor,CENTER FOR URBAN COMMUNITY SERVICES INC,Non-M/WBE,NY 15/15 Congregate Supportive Housing,0.00,0.00,0.00,2020-07-01,2035-06-30,2020-12-01,No ,No ,Department of Health and Mental Hygiene,,22,-,PROGRAMS,RFP FROM A PQVL,MENTAL HYGIENE SERVICES,Human Services,81621P8327KXLA001,"",-,-,JANIAN MEDICAL CARE PC,Non-M/WBE,"Primary Care $42,634 Psychiatry $33,290",ACCO Reviewing Subcontract,Professional Services,75924.00,75924.00,0.00,2020-07-01,2021-06-30,001,No ,No 
CT181620211407592,No Data Entered,Prime Vendor,MEDSPHERE SYSTEMS CORPORATION,Non-M/WBE,Provide software licensing professional Services,2827618.32,881212.18,807265.30,2020-09-01,2026-06-30,2020-11-02,No ,No ,Department of Health and Mental Hygiene,,17,-,CONSULTANT,SOLE SOURCE,CONTRACTUAL SERVICES GENERAL,Professional Services,81621S8004KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211407427,Yes,Prime Vendor,MONTEFIORE MEDICAL CENTER,Non-M/WBE,Dental sealants and topical fluoride applications children,61612.50,49290.00,10920.00,2020-11-01,2023-10-31,2020-10-05,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81621N8301KXLA001,"",-,,-,-,-,No Subcontract Information Submitted,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211407381,Not Required,Prime Vendor,SMILE NEW YORK OUTREACH LLC,Non-M/WBE,Dental Sealant Topical Fluoride  children NYC pubic School,226280.00,226280.00,110600.00,2020-11-01,2023-10-31,2020-10-07,No ,No ,Department of Health and Mental Hygiene,,6,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81621N8303KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
CT181620211407337,Not Required,Prime Vendor,THE INSTITUTE FOR FAMILY HEALTH INC,Non-M/WBE,Dental sealants and topical fluoride applications children,48750.00,39000.00,3000.00,2020-10-01,2023-09-30,2020-10-05,No ,No ,Department of Health and Mental Hygiene,,9,-,PROGRAMS,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,CONTRACTUAL SERVICES GENERAL,Human Services,81621N8300KXLA001,"",-,,-,-,-,-,-,0.00,0.00,0.00,-,-,-,No ,No 
